source_id,url,publisher,title,tier,roles,geography,publication_date,retrieved_at,archive_path,sha256
src-f8631c28b2ba,https://www.philips.com/c-p/LM8018_90R1/lor-barista-capsule-coffee-machine,lor-barista,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-9c34250cbd2f,https://www.usa.philips.com/c-p/BAR305_00/baristina-espresso-machine,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-272587afd087,https://www.usa.philips.com/c-p/PSA3218_01/philips-barista-brew-semi-automatic-espresso-machine,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-a28d98669ed9,https://www.usa.philips.com/c-p/EP3347_90/series-3300-fully-automatic-espresso-machine/overview,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-cb4997ea6277,https://www.usa.philips.com/c-p/EP8757_20/philips-cafe-aromis-8000-series,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-6dccc892209d,https://saeco.com/xelsis/xelsis-suprema/,saeco,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-25fe3f765665,https://saeco.com/xelsis/xelsis-deluxe/,saeco,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-08e312e7fd77,https://saeco.com/granaroma/granaroma/,saeco,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-e3c4ed0a0732,https://www.gaggia.com/manual-machines/classic-up/,gaggia,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-c80642145334,https://www.philips.sa/en/c-m-ho/smart-security,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-0603904fe75e,https://www.home-appliances.philips/gb/en/u/pet-care,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-54bf843d38d7,https://www.versuni.com/newsroom/introducing-the-new-philips-robot-lawn-mower-with-garden-care-intelligent-technology/,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-3929556fc8cb,https://www.versuni.com/newsroom/new-philips-smart-pet-series-helps-you-pamper-your-pets-always-even-when-away-from-home/,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-a1978fb897fd,https://www.home-appliances.philips/fr/fr/p/RSL3000_10,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-7b3d5a00a7fe,https://www.philips.co.in/c-p/HSP5500_02/home-safety-indoor-360degree-camera-with-privacy-shutter,philips,,A,IDENTITY|SPEC|STATUS,India,,2026-08-26,,
src-ed5516a8cc7d,https://www.home-appliances.philips/sg/en/p/HSP5300_01,philips,,A,IDENTITY|SPEC|STATUS,Singapore,,2026-08-26,,
src-68f8556e2e5e,https://www.home-appliances.philips/gb/en/p/PAW5320_02,philips,,A,IDENTITY|SPEC|STATUS,UK,,2026-08-26,,
src-f5cde5d08b2c,https://www.home-appliances.philips/gb/en/p/PAW3210_02,philips,,A,IDENTITY|SPEC|STATUS,UK,,2026-08-26,,
src-c33b8c95962d,https://www.philips.de/a-w/about/news/archive/standard/news/2024/202403-philips-launcht-home-id.html,Versuni/Philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-b2845d87f6a1,https://www.philips.com.my/c-e/ho/air-plus-app.html,Versuni/Philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-c5abf09e975a,https://apps.apple.com/qa/app/philips-homerun-robot-app/id1672039330,Versuni/Philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-126ff0bd7deb,https://www.walita.com.br/,philips-walita,,A,IDENTITY|SPEC,,,2026-08-26,,
src-22042634b8cb,https://www.walita.com.br/eletroportateis-para-cozinha/airfryers,philips-walita,,A,IDENTITY|SPEC,,,2026-08-26,,
src-cf9880ee9b41,https://www.walita.com.br/eletroportateis-para-cozinha,philips-walita,,A,IDENTITY|SPEC,,,2026-08-26,,
src-7c4f62d129eb,https://www.walita.com.br/cafeteira-espresso-automatica-serie-5400-philips-walita-preta-1400w---ep5441-ep5441-55-preto/p,philips-walita,,A,IDENTITY|IMAGE|SPEC,,,2026-08-26,,
src-bde2003cdb70,https://www.walita.com.br/multiprocessador-powerchop-1000-philips-walita-preto-1000w---6-acessorios-inclusos---hr7304/p,philips-walita,,A,IDENTITY|IMAGE|SPEC,,,2026-08-26,,
src-a39f6166ac91,https://www.walita.com.br/lavanderia-e-limpeza/ferros-de-passar,philips-walita,,A,IDENTITY|SPEC,,,2026-08-26,,
src-801edb0a3941,https://www.walita.com.br/aspiradores,philips-walita,,A,IDENTITY|SPEC,,,2026-08-26,,
src-65493fb93d1f,https://www.walita.com.br/climatizacao,philips-walita,,A,IDENTITY|SPEC,,,2026-08-26,,
src-88f82d5bdc10,https://www.walita.com.br/fritadeira-airfryer-serie-1000-duplo-cesto-7-1l-philips-walita-na150-na150-00/p,philips-walita,,A,IDENTITY|SPEC|IMAGE,Brazil,,2026-08-26,,
src-0e53081714c4,https://www.walita.com.br/fritadeira-airfryer-essential-xl-digital-philips-walita-preta-2000w---ri9270-ri9270-90-preto/p,philips-walita,,A,IDENTITY|IMAGE|SPEC,Brazil,,2026-08-26,,
src-a26f0d5ea2f3,https://www.walita.com.br/airfryer-forno-serie-5000-philips-walita-ai551-09/p,philips-walita,,A,IDENTITY|SPEC|IMAGE,Brazil,,2026-08-26,,
src-8251eed2d558,https://www.walita.com.br/compre-cafeteira-superautomatica-lattego-serie-4400-ganhe-fritadeira-airfryer-serie-3000--/p,philips-walita,,A,IDENTITY|IMAGE|SPEC,Brazil,,2026-08-26,,
src-76b7751a8513,https://www.walita.com.br/aspirador-de-po-vertical-serie-2000-philips-21-6v-xc2011-xc2011-01/p,philips-walita,,A,IDENTITY|IMAGE|SPEC,Brazil,,2026-08-26,,
src-90b2f810c403,https://www.walita.com.br/umidificador-de-ar-serie-1000-philips-bivolt-hu1510-04/p,philips-walita,,A,IDENTITY|IMAGE|SPEC,Brazil,,2026-08-26,,
src-cdb3bb38ff1c,https://www.philips.com.br/c-p/AC1715_10/purificador-de-ar-serie-1000i,Philips Brasil,,A,IDENTITY|IMAGE|SPEC,Brazil,,2026-08-26,,
src-9929a410b9c4,https://www.usa.philips.com/c-m-ho/cooking/airfryer/latest,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-43e5c3004cfa,https://www.usa.philips.com/c-m-ho/cooking/multicooker-and-rice-cooker/latest,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-c16918d241b9,https://www.home-appliances.philips/gb/en/kitchen-life-products/food-preparation/blenders/c/BLENDERS_SU,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-cd2597ed8a84,https://www.home-appliances.philips/gb/en/kitchen-life-products/food-preparation/juicers/c/JUICERS_SU,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-8518e34a6689,https://www.philips.com/c-p/HD2383_22/sandwich-maker,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-d2f170e3f433,https://www.usa.philips.com/c-p/NA110_00/1000-series-airfryer-1000-series-32l,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-f48906b77102,https://www.usa.philips.com/c-p/NA220_00/2000-series-airfryer-2000-series-44qt,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-166b6f7e62a7,https://www.usa.philips.com/c-p/NA331_00/3000-series-airfyer-6.5qt,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-10271b43b25b,https://www.home-appliances.philips/gb/en/p/NA462_79,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-d803554e7073,https://www.usa.philips.com/c-p/NA555_00/5000-series,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-64457916d529,https://www.home-appliances.philips/sg/en/p/HD9880_90,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-7b3bcc413717,https://www.usa.philips.com/c-p/HD3095_87/avance-collection-multicooker,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-d78f655cbec4,https://www.usa.philips.com/c-p/HD6371_98/avance-collection-indoor-grill,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-9b8a38fd4675,https://www.philips.com.bh/c-p/HR2767_00/5000-series-blender,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-4433cf2b9a84,https://www.home-appliances.philips/gb/en/p/HR1855_70R1,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-c8f362fb95b1,https://www.usa.philips.com/c-p/HR1897_34/avance-collection-masticating-juicer,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-dcb373596449,https://www.philips.com/c-p/HD2590_90R1/daily-collection-toaster,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-3e23dbede5f4,https://www.philips.com/c-p/HD9365_10/eco-conscious-edition-5000-series-kettle,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-e1deb3126e6a,https://www.home-appliances.philips/gb/en/p/NA352_00,philips,,A,IDENTITY|SPEC|STATUS,UK,,2026-08-26,,
src-155e5f1784c5,https://www.home-appliances.philips/gb/en/p/XU7100_01,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-36ebda3b8cc1,https://www.home-appliances.philips/gb/en/p/GC9650_80,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-2a95957d20e0,https://www.home-appliances.philips/gb/en/p/XW9383_01,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-68f8844f0b23,https://www.home-appliances.philips/gb/en/p/FC6904_01,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-216485c3db3b,https://www.home-appliances.philips/gb/en/p/FC9729_09,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-c08071518b00,https://www.home-appliances.philips/gb/en/p/FC8577_09,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-e5124997f153,https://www.home-appliances.philips/gb/en/u/floor-care-vacuums-mops/electric-mops/oneup,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-0ab0fc980c3d,https://www.philips.co.uk/c-p/GC215_20/philips-oneturn-handheld-steamers,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-d906bbdadc0a,https://www.philips.com/c-p/GC628_86/8000-series-garment-steamer,philips,,A,IDENTITY|SPEC|STATUS,,,2026-08-26,,
src-2f42fc6e4054,https://www.home-appliances.philips/gb/en/home-life-products/ironing/handheld-steamers/c/HANDHELD_STEAMERS_SU,philips,,A,IDENTITY|SPEC,,,2026-08-26,,
src-cf87015e6a61,https://www.home-appliances.philips/gb/en/p/GC9682_86,philips,,B,IDENTITY|SPEC|STATUS,UK,,2026-08-26,,
src-420201b42589,https://www.home-appliances.philips/nl/nl/p/AC0651_10,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-1dc8504f922a,https://www.home-appliances.philips/nl/nl/p/AC0920_10,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-772c0e1d3a3d,https://www.home-appliances.philips/nl/nl/p/AC0951_13,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-039186cc8311,https://www.home-appliances.philips/nl/nl/p/AC2220_10,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-5c4dc518dae0,https://www.home-appliances.philips/nl/nl/p/AC3220_10,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-d595a0cbc8bc,https://www.home-appliances.philips/nl/nl/p/AC3420_10,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-194a18b10534,https://www.home-appliances.philips/nl/nl/p/XU7100_01,Philips/Versuni,,A,PRICE,NL,,2026-08-26,,
src-390815f889a4,https://www.home-appliances.philips/nl/nl/p/XW9383_01,Philips/Versuni,,A,PRICE,NL,,2026-08-26,,
src-8ac44d778e94,https://www.home-appliances.philips/nl/nl/p/GC215_20,Philips/Versuni,,A,PRICE,NL,,2026-08-26,,
src-c8d9009ecca1,https://www.home-appliances.philips/nl/nl/p/GC9650_80,Philips/Versuni,,A,PRICE,NL,,2026-08-26,,
src-8b5ce16a3832,https://www.home-appliances.philips/nl/nl/p/RSL3000_10,Philips/Versuni,,A,PRICE,Netherlands,,2026-08-26,,
src-2d1698ad512c,https://www.home-appliances.philips/nl/nl/p/NA352_00,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-77cdb34c9bd6,https://www.home-appliances.philips/nl/nl/p/NA555_00,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-08ac7d8be6ff,https://www.home-appliances.philips/nl/nl/p/HD9880_90,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-80a0c360892b,https://www.home-appliances.philips/nl/nl/p/HR2767_00,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-262db47c41b5,https://www.home-appliances.philips/nl/nl/p/HD9365_10,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-b1bed7d495df,https://www.home-appliances.philips/nl/nl/p/BAR305_00,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-79cacb4a34c1,https://www.home-appliances.philips/nl/nl/p/PSA3218_10,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-6b4f2e67912d,https://www.home-appliances.philips/nl/nl/p/EP3347_90,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-fdf9cef2205f,https://www.home-appliances.philips/nl/nl/p/EP8757_20,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-08ecc596cb46,https://www.home-appliances.philips/nl/nl/p/SM8889_00,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-00c55b99bc77,https://www.home-appliances.philips/nl/nl/p/SM6580_00,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-d4c8cbc52032,https://www.home-appliances.philips/nl/nl/p/SM8782_30,Philips/Versuni NL,,A,PRICE,NL,,2026-08-26,,
src-8c61a5514a69,https://web.archive.org/web/20260419054938/https://www.walita.com.br/cafeteira-espresso-automatica-serie-5400-philips-walita-preta-1400w---ep5441-ep5441-55-preto/p,Philips Walita (via Wayback Machine archive),Cafeteira Espresso Superautomatica LatteGo Elite Serie 5400 EP5441/55 (archived product page),A,IMAGE,Brazil,,2026-08-27,,
src-a87fa4b89ac8,https://newsroom.sharkninja.com/sharkninja-reimagines-its-direct-to-consumer-experience-with-unified-destination-at-sharkninja-com/,SharkNinja Newsroom,"SharkNinja corporate identity / HQ (Needham, MA)",A,IDENTITY,United States,,2026-08-27,,
src-9ba03f99dcf9,https://www.sharkninja.com/ninja-foodi-6-in-1-10-qt.-xl-2-basket-air-fryer-with-dualzone-technology/DZ401.html,SharkNinja (Ninja),Ninja Foodi XL 6-in-1 DualZone 2-Basket Air Fryer DZ401 product page,A,IDENTITY|PRICE,United States,,2026-08-27,,
src-6c87d3007647,https://www.vesync.com/contact,"Vesync Co., Ltd.","Vesync corporate contact / HQ (Anaheim, CA)",A,IDENTITY,United States,,2026-08-27,,
src-089ce0adba1b,https://cosori.com/products/pro-le-5-0-quart-air-fryer,Cosori (Vesync),Cosori Pro LE 5.0-Quart Air Fryer CAF-L501-KUS product page,A,IDENTITY|PRICE,United States,,2026-08-27,,
src-04e77b5b554e,https://www.bajajelectricals.com/bajaj-offices/,Bajaj Electricals Ltd,Bajaj Electricals corporate offices / HQ (Mumbai),A,IDENTITY,India,,2026-08-27,,
src-720009f00dec,https://www.bajajelectricals.com/products/bajaj-gx-15-mixer-grinder,Bajaj Electricals Ltd,Bajaj GX 15 500W Mixer Grinder product page,A,IDENTITY|PRICE,India,,2026-08-27,,
src-bfe5ef7f091d,https://www.bajajelectricals.com/collections/mixer-grinder/products/bajaj-military-series-glamore-4-jar-1000w-jet-black-mixer-grinder,Bajaj Electricals Ltd,Bajaj Military Series Glamore 4 Jar 1000W Mixer Grinder product page,A,IDENTITY|PRICE,India,,2026-08-27,,
src-61eef0e87b34,https://corporate.corellebrands.com/company/,Instant Brands / Corelle Brands,"Corelle Brands corporate identity / HQ (Downers Grove, IL)",A,IDENTITY,United States,,2026-08-27,,
src-2a3e7ee4aa25,https://instantpot.com/products/instant-pot-duo-6qt-multi-use-pressure-cooker,Instant Brands (Instant Pot),Instant Pot Duo 6QT Multi-Use Pressure Cooker product page,A,IDENTITY|PRICE,United States,,2026-08-27,,
src-f9111c5a2986,https://www.vitamix.com/us/en_us/customer-service/contact-us,Vitamix Corporation,"Vitamix corporate contact / HQ (Olmsted Falls / Cleveland, OH)",A,IDENTITY,United States,,2026-08-27,,
src-4a6b99eb4579,https://www.vitamix.com/us/en_us/shop/blenders/5200-plus-stainless-steel-container,Vitamix Corporation,Vitamix 5200 + Stainless Steel Container product page,A,IDENTITY|PRICE,United States,,2026-08-27,,
src-ae010882028b,https://legal.groupeseb.com/Core/GB/en/ML.html,Groupe SEB,Groupe SEB (Tefal parent) legal notice / HQ (Ecully),A,IDENTITY,France,,2026-08-27,,
src-158e7c841b67,https://www.tefal.nl/Stoomgeneratoren/c/stoomgeneratoren,Tefal (Groupe SEB),Tefal NL steam-generator iron category page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-c6dd18b84a84,https://www.braunhousehold.com/de-de/service/impressum,Braun Household (De'Longhi),Braun Household legal notice / HQ (Neu-Isenburg),A,IDENTITY,Germany,,2026-08-27,,
src-fbbd8c1352f5,https://www.braunhousehold.com/de-de/p/carestyle-5-carestyle-5-dampfbugelstation-is-5249-bk-schwarz/IS5249BK.html?pid=0128809002,Braun Household (De'Longhi),Braun CareStyle 5 IS 5249 BK product page,A,IDENTITY|PRICE,Germany,,2026-08-27,,
src-25f112436434,https://www.braunhousehold.com/de-de/p/carestyle-7-pro-carestyle-7-pro-dampfbugelstation-is-7286-schwarz/IS7286BK.html?pid=0128805002,Braun Household (De'Longhi),Braun CareStyle 7 Pro IS 7286 BK product page,A,IDENTITY|PRICE,Germany,,2026-08-27,,
src-227ce025b77d,https://steam-one.com/en/policies/legal-notice,SteamOne (STEAMONE SASU),SteamOne legal notice / HQ (Paris),A,IDENTITY,France,,2026-08-27,,
src-ac27ca188853,https://steam-one.com/en/products/george-2-eues200bv2-steamer,SteamOne,SteamOne George 2 EUES200BV2 product page,A,IDENTITY|PRICE,France,,2026-08-27,,
src-bf4477a66896,https://www.dyson.co.uk/discover/inside-dyson/statements/why-did-dyson-establish-its-global-headquarters-in-singapore,Dyson,Dyson official statement: global HQ in Singapore,A,IDENTITY,Singapore,,2026-08-27,,
src-68e8e6b0abd8,https://www.dyson.nl/luchtbehandeling/luchtreiniger-ventilator/purifier-cool-tp07/wit-zilver,Dyson NL,Dyson Purifier Cool TP07 product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
